Playlist-ID,Title,Language,Label,isTruthWorthy
7eELfOGXhkfhYZBfFOVVLv,SAD,english,sad,1
37i9dQZF1DX6hO1vx5AApi,Sad 70s,english,sad,1
53NEfJTEt86ytgk5SaqMjZ,SAD LOVE SONGS,english,sad,1
37i9dQZF1DX3bcfiyW6qms,Sad Melodies Tamil,english,sad,1
6GOHt32ncqj1joAqUevG5f,Sadness and Sorrow (Naruto),english,sad,1
37i9dQZF1DWSKj6yrmnSvg,sad grupero,english,sad,1
37i9dQZF1DWVrtsSlLKzro,Sad Beats,english,sad,1
6nxPNnmSE0d5WlplUsa5L3,Sad Songs 🥺,english,sad,1
4HBkSFTG8PRu9lMM2tvlyq,[sad kpop playlist] ,english,sad,1
5qos0qiVoklN1fcGH6Pn2I,sad songs you know all the words to,english,sad,1
3svmrcbXmJ0B3lbNINd57g,Sad Vietnamese Music,english,sad,1
4PWQV9dQpT7As9OTZBqrR8,Sad songs playlist that will make you cry 💔,english,sad,1
5FeHyyiioSObGs9mIVqW5b,sad songs for sad breakups,english,sad,1
0kmOyJVmY9h8X9XF05EPqs,Sad Tamil songs🥲,english,sad,1
37i9dQZF1DZ06evO2piM6c,This Is Sade,english,sad,1
1tIYMatOMlwYkGTRJjSqXO,sad 🌧,english,sad,1
6rJiLpCxccWHOcpjDkQkLT,Sad Japanese Piano Music,japanese,sad,1
2sxuec51xVVGeQnKkfcvkk,Japanese Sad Songs,japanese,sad,1
5spZGGK2lkYhd3TF19UsGX,Sad japanese songs,japanese,sad,1
47QRIgn4h25iNf0nXCUFbw,sad and chill japanese songs,japanese,sad,1
7iEjCcx21s1T1i4oDvygMq,Sad Japanese Songs サッドソング,japanese,sad,1
7HO0SmjGrwkWnamk3JJwJJ,Japanese Sad Songs,japanese,sad,1
0K6vJ2UlUB4v4KohX2RjVx,Japanese Hip Hop,japanese,sad,1
03wwn1sX9x3GDlqfu13qMT,Japanese Ballads,japanese,sad,1
0nRcLHYqKvSK2uPcKjUJua,Japanese anime sad song,japanese,sad,1
5MR5lLOy5cfgRm2HHzFCfE,Japanese Lofi Sad,japanese,sad,1
2TfxuxibTqGIbvBX9Kd9OK,Japanese Acoustic Songs ジャパニーズアコースティックソング,japanese,sad,1
5YvUZRq54NzSW666vGxC1Q,2021 Japanese Sad Anime Song,japanese,sad,1
0jvGFniWJL7NfSQgXXsOV4,Japanese Sad Songs 「 1 」,japanese,sad,1
2O5JW5bl2P4JVZxImRUOG3,Japanese Love Songs ラブソング,japanese,sad,1
0GbisZjfQKZYPt0tkHQYde,happy japanese songs♡,japanese,sad,1
5RInPxL6Dt4RJc61jvwpRO,Chill Lofi Study Beats // Hip Hop Sleep Jazz Instrumental Guitar Piano Japanese Sad Vaporwave Relax,japanese,sad,1
0dRxDrR1PfZMlVbfnuBRbR,Sad Anime Instrumental OST Playlist,japanese,sad,1
28v7Fs0C0oXG4VzcDwKJb8,Kawaii songs •^•,japanese,sad,1
3MmwvjFu7ZtbFBYhZIFjSJ,Sad Japanese,japanese,sad,1
39gD0J4pgGMZXs0eJTTJpV,Japanese sad girl,japanese,sad,1
4YCa6z2hZftXPi9bTUcNQs,Japanese Sad Songs,japanese,sad,1
5MD4tMqjxJE1gCj2vsUqRn,sad bi hours with haruki nakamaya,japanese,sad,1
55sZtT4s9BS1Z0F3dehoPd,soft indie japanese/korean,japanese,sad,1
2lr0gjaroW4iaFtcriYVvH,Sad/Slow Japanese music,japanese,sad,1
4YSqYmmwiHYD5hPNxC7d6P,Japanese sad song,japanese,sad,1
5Qd8scpP3uxtTlpuNbmZcf,Soft Sad Anime and Japanese Songs,japanese,sad,1
5tdPo24xJ3esDQ7dclG4ei,Sad/Slow japanese,japanese,sad,1
0vl6fNxvsIXa57PSeImLbz,Sadness (Korean & Japanese),japanese,sad,1
1XJu1y4hpnE0utVS6SpuUK,sad girl autumn 🍂🍄🌙,japanese,sad,1
5dN57KBE6z9kGvgsuhFBh6,Sad Japanese Hours 🇯🇵,japanese,sad,1
3JciHCSeECJp77a2FdvCu0,Anime and chill,japanese,sad,1
5hpqduhCbMs6IZQZlZC52e,Sad Japanese,japanese,sad,1
1swwN8gBjuUdGzrpPZc7Pb,Japanese Chill-Hop | Lofi beats to study and relax to,japanese,sad,1
3bz8nclsIBOeSf8aYiIthY,Lofi Retro Vaporwave / INSTRUMENTAL / Japanese Vaporwave / Sad Vaporwave,japanese,sad,1
4cPbOfc757CNJdSgpidiRI,Japanese Lofi Chill,japanese,sad,1
5rnsr4jnN1XxxXpuHulUJF,Japanese Oldies & Pop Songs 日本音樂,japanese,sad,1
7C5t4v3NEWqM82zEQ74L19,Japanese Soft Songs,japanese,sad,1
57IHGeuzc0TSTUb9BbNLYI,japanese sad songs 🌸,japanese,sad,1
7pBbgEipNIiytG81xyqYPB,Japanese Good Vibes 日本コンパイラ,japanese,sad,1
32yT18PSSEz2U93C2v21iq,Japanese,japanese,sad,1
60MbRIkVbJu09EJq7QHoQt,Japanese sad,japanese,sad,1
6OEszP7nX6hJkJox9ynkH5,Lofi - Late Night Nostalgia ,japanese,sad,1
1zH7a3x2D1drRqDtB2oY7M,Boruto X Japanese Lofi Chill Relaxing & Sad,japanese,sad,1
4MkWix7t0kqEzfNpuQ31U5,Sad Japanese,japanese,sad,1
5qgzDbnJq6srDpcUKtOVnB,All Japanese Sad,japanese,sad,1
3XeBB0I1K3ukGJyUCaBAtH,sad japanese jazz,japanese,sad,1
4hjXonqPHZif9zuioTujHi,Bts japanese (sad) songs🥺💖,japanese,sad,1
1hej7C4GaWPMnAUJvvcpMM,pain ~ sad naruto japanese lofi hip hop mix,japanese,sad,1
4MPG4k3fSpFrzJNyEM13JX,"Anime, Japanese, Sad, And Trendy Songs🤍",japanese,sad,1
5bDJIqZGXPEBQW6PQ5tHmW,Japanese sad song ,japanese,sad,1
0eKx35j1CqTB0WWVpigunf,Nhạc việt buồn,vietnamese,sad,1
5tW82HC9pANC35dhnqaT8j,nhạc việt buồn tả tơii,vietnamese,sad,1
0SeSNWEG4O6KCqaj94zcwg,Sad Viet music (nhac viet buon),vietnamese,sad,1
6wfW44eFPawENyjgvR4HQo,Nhạc Việt Buồn,vietnamese,sad,1
16y92udPCZWDUNXaOKSAbB,Playlist nhạc Việt buồn,vietnamese,sad,1
3rIUD7NO8nAe91GE4AtqZN,🤍sad viet songs - lofi,vietnamese,sad,1
56digdgrkwOYUyKIRmtO30,Nhạc Việt buồn,vietnamese,sad,1
365ZEeStcJIJH2lefJgmwC,Nhạc Việt buồn miên man 💔,vietnamese,sad,1
21GX5Dfi0q8fhSVv0wKxKz,Nhạc Buồn Việt Nam,vietnamese,sad,1
5OcihHsNVDNt4WanVeZdEr,list nhạc Việt buồn,vietnamese,sad,1
37stBWsITRqCaLH2VXfCfL,Nhạc Việt Buồn,vietnamese,sad,1
2z84MbgLKkUd1oCGROLqvN,nhạc buồn việt,vietnamese,sad,1
2tTpOjf9eqsEGJ7p2UU00y,Nhạc việt buồn,vietnamese,sad,1
0mdY8Dyka0vlJX1qeRJSL5,Sad Vietnamese songs (nhac viet buon),vietnamese,sad,1
3QHGicrrywP9MOekfo0YPb,Nhạc việt buồn,vietnamese,sad,1
63nzXgKeZYFUdQmhqX4pFt,Nhạc Việt ( buồn ),vietnamese,sad,1
1u0x6p30kPrvjr4l4qmN7c,Nhạc trẻ Việt buồn hay nhất 2020,vietnamese,sad,1
3aIZw7HKgSjoIguZTOPWlC,Nhạc Buồn Việt,vietnamese,sad,1
6lm7bizQOvjTvpREqWB1SH,Nhạc Việt buồn,vietnamese,sad,1
6KMBlA1qquJpBZRiVW6YeG,Nhạc Việt Buồn Hay Nhất,vietnamese,sad,1
3AjH1cvlqbiSEsP8p9Xxua,Nhạc buồn việt nam ,vietnamese,sad,1
6MHEDv0DKt3jJizwIrek5q,Nhạc Ballad Việt Buồn Tâm Trạng Nhất 2020,vietnamese,sad,1
7LJB7p0pt9QVhMkfqwJjXS,Nhạc Việt buồn ,vietnamese,sad,1
0zebrMWbp6XPVPA08iGmrF,nhạc việt buonn ,vietnamese,sad,1
6KNKJ01bWNRd2NuK7B44BX,Nhạc việt buồn 😔,vietnamese,sad,1
1gWKzw7CDeazqmYmRKoCU4,Nhạc buồn việt nam ,vietnamese,sad,1
1L8m3Z5MvSWtpoel3N2gBK,Nhac viet buon,vietnamese,sad,1
6bAIV90e4jmBSF4P27FQlH,Nhạc Việt Nam buồn,vietnamese,sad,1
4KOpPmrFuOTdQSRXPCT7jA,Nhạc việt buồn,vietnamese,sad,1
71cG3TzQacXD8hr3g3fEFa,Nhạc Việt Buồn,vietnamese,sad,1
4J6KQ4K8jMDLfptk2U7Yms,Nhạc Việt Buồn,vietnamese,sad,1
0VwTTh269NqRwJHVkIkFAA,Nhạc Việt Buồn,vietnamese,sad,1
2RII9TZpuiZBxllBrm4zo3,"Nhạc Việt nè( có nhạc buồn,vui, chế,v.v)",vietnamese,sad,1
581W08ytEFhUCPlOzeLgTx,nhac viet buon,vietnamese,sad,1
7yNoGuSMOUeJxBEmPln8Ht,Nhac Viet buon,vietnamese,sad,1
6HTriY44FfBTBMYCgxdaKg,Nhạc việt buồn,vietnamese,sad,1
4CKAsspIObJ1mlczGK374D,sad chinese songs ,chinese,sad,1
5H1Pko9OVjCUDDULt5Jcze,Sad Chinese Songs,chinese,sad,1
1xD0P66GcMeAVoOAPFu7Hy,sad chinese songs that will make your heart hurt | cpop playlist,chinese,sad,1
6Fw3eLjhxFMAn3ixxHpaIN,lemme be sad in chinese,chinese,sad,1
2LuSbf7taKeyRd8U3ddkmT,sad chinese love songs,chinese,sad,1
0Gyw1oJC1weRLsaLwmzjMF,chinese sad songs,chinese,sad,1
4NLrD3PCZXlsazBBMVO0zH,sad chinese songs/抖音 douyin,chinese,sad,1
2fKJ3RpDlTuLabDCJaSNII, Fucking sad and emo chinese songs,chinese,sad,1
0n62chGOeJz0uNUFu1fR6Q,Sad Chinese Song ✨,chinese,sad,1
5XJs5RTNxC6zV2BCTRSXoD,2021 Chinese Ballad/ Sad / OSTs,chinese,sad,1
7aBsgob4iVxMWKChjQLUKp,Sad Chinese OST.,chinese,sad,1
3biJhipDXCDRG04rkIt7bq,Chinese Sad Instrumental,chinese,sad,1
4G6ubxRHuJrJvpsL8ARkPX,你不是真正的快樂- sad chinese love songs,chinese,sad,1
3SFtVtIpFzekHMIecd6RSx,all dem sad chinese songs :(,chinese,sad,1
2FJybFsE2MMGfbyfA5sSgv,說好不哭 chinese saddd,chinese,sad,1
1p3U36XygyuM8uJZwjB7Na,Chinese Sad / Emo Songs,chinese,sad,1
3ior3dL1XG1nUlgiYU8FkQ,Sad chinese ,chinese,sad,1
2MkE0z9zxfMEiTxiYQci5Y,chinese relaxing ost ,chinese,sad,1
4TmIIaKRZFrfW9wv9FMrbe,Sad Chinese Ost.,chinese,sad,1
29FnPYC2rJGvu42abJa80C,sad cpop/chinese songs,chinese,sad,1
44zwFopxQ3TBusEBANIq2s,Sad Chinese Songs :((((,chinese,sad,1
4ostPg6yi93qtZpoNu6nPo,my sad chinese drama ,chinese,sad,1
6KA4klF3xY2P3xaJg1QaRj,Saddest Chinese Songs,chinese,sad,1
3ROnqm2Ike59mVWx1PZRRS,SAD CHINESE SONG💔,chinese,sad,1
4G4G4NeKRsba4BZx9s0zx2,sad chinese ,chinese,sad,1
5sSkaNceOvjlh48BzQGrHZ,being sad but in chinese,chinese,sad,1
2DzF0P4ClKArQ36dAIlTsB,chinese sadness,chinese,sad,1
40xd2LtogtgqhmpNlLFf2w,Chinese Songs So Sad You Become Thankful You're In Media,chinese,sad,1
5MKMrqnfZvlhWNd8rC4nfs,sad chinese men,chinese,sad,1
0PNAc3qLrSJij90ehXJbnb,sad chinese songs,chinese,sad,1
6G8vgeT9Y8qQnkdhsEpm88,think sad thoughts (in chinese),chinese,sad,1
41vSJhbpTPLFaNrZoRVYYW,sad chinese hours,chinese,sad,1
1rymWvp7LIOAA7limsizM5,Sad Chinese,chinese,sad,1
48fNaQirYSRqXBuaaiB03u,Ost chinese ballad sad,chinese,sad,1
12YNBs5woNlyRe8Opju8Ha,Sad Chinese Songs,chinese,sad,1
2ihOeiUewzA35WvIZqlWrA,Chinese Sad Love Songs,chinese,sad,1
13cI9y2CWwpOawr7pLMxMp,Chinese ,chinese,sad,1
1xZChUzIXmXGtMteYZWqrX,sad hours chinese ver,chinese,sad,1
5grbGZFkHhbIRLZodI8sN4,Sad Chinese songs 🔵,chinese,sad,1
5WPbFy3xV23MjStYsceLdQ,sad chinese song,chinese,sad,1
7gJi5tA5P997n2c4QdCfja,sad chinese playlist,chinese,sad,1
6kEAdHa5aACRW7fqplkAIG,Sad songs (Chinese),chinese,sad,1
64KE6Zqj2zhunEZrcNggCW,sad chinese songs,chinese,sad,1
0nnJDlDrAcEaHtdr0NFKCx,sad chinese hits 💔,chinese,sad,1
7x0UaR4SC06VgvVZhW43QT,sad chinese ones,chinese,sad,1
51AJvH7v50pJHBlrSoo8cg,SAD CHINESE FM,chinese,sad,1
5juCtcIxDaytnAZ39J1J6u,chinese af😇,chinese,sad,1
435ytThzo32mWIONeTxmgm,sad but in chinese,chinese,sad,1
3GyUIw7dxQ3WViK0GLmHD3,SAD CHINESE SONG,chinese,sad,1
5MIhCUn8pKSiUcstR7wyCc,chinese sad songs,chinese,sad,1
1MMTixvL60JWHErvs311gb,Sad Indian Songs,india,sad,1
37i9dQZF1DWYztMONFqfvX,This Is Arijit Singh,india,sad,1
0WrPcFaFgkB6zOxLcp11cQ,sad indian hours ,india,sad,1
27MOj5hHk7mnreAdJxNW5i,sad indian music :(,india,sad,1
1AhRFYCjsvRUkJk6jN5lqn,LoFi Indian (Indie/Relax/Chill/Sad),india,sad,1
0fV0BCSBroZHeuXbhH5Jls,Sad Indian Boy,india,sad,1
28emi8PAWoYu3wDnbbeBMv,Indian sad songs,india,sad,1
3p6r7jYpa6YICHGMBx3n57,Sad indian Hip hop,india,sad,1
2j2PSi6isTXewCihClDXhQ,Indian sad and romantic songs,india,sad,1
0e1Y9sRua02Hsc8UJWozni,Indian Sad Lofi Slowed💔🥺,india,sad,1
163yEhgIUJJF7Xcq0F4j2x,Sad Rap India,india,sad,1
4IF61ctQNemNVyTh0K1PAC,Sad Indian Songs,india,sad,1
77EqV4vVALzDcPqrFMJruS,Best indian wedding playlist ever,india,sad,1
5BVDc3DEwo3bDaKpJnuNUk,Sad Indian songs,india,sad,1
2EeXy8Yf7h8l03TaHVuqP6,Super sad indian songs ,india,sad,1
16asNwNkt7Hc4C2l7OgAro,Indian love/sad songs,india,sad,1
7wybjbA6jWG9kNAq4ZDx7M,sad indian ,india,sad,1
3BmhqiPfME4We82MK0zIBm,Old&new indian sad songs❤️‍🩹,india,sad,1
10Mqr9Q54SK96wsUIfiFEb,Indian sad song,india,sad,1
2Oi1A9Dy8FwvTSEGUDna41,Sad indian ,india,sad,1
1xCF16l6Un9N7N46RgVNad,bollywood crying scenes,india,sad,1
76xosFuSEwFazbdnpCMTfP,Indian sad song,india,sad,1
4No9M9LfYhLTUP5DF8lGil,Indian sad ass,india,sad,1
6sCGNzq4tKO98NhK8SAX56,Indian songs sad,india,sad,1
0HkLAEciK5yYx8Pewi7sdY,sad indian gals🤠,india,sad,1
3OOjpST8UE0oWhalz2wjXU,Sad old Indian,india,sad,1
5gRcp3eREaVX9UUW25iIFS,Popular (hindi) love,india,sad,1
3pAwRUFiKv86gcOpxGrdLe,Sad indian mix,india,sad,1
2NoPk5TaLnr33oVaWPLW1W,sad indian songs ,india,sad,1
3vQFiunQ85YONvEJL8NM7m,INDIAAAA,india,sad,1
7zQRDaMP4HgKwJGnK3rKkj,Indian songs sad,india,sad,1
2U5unQ5h2YPEM8BAx2owyd,ur sad but ALSO ur indian,india,sad,1
13vFjpFxuCWH2hJwLqBiv3,Indian Tamil Love Sad Songs,india,sad,1
3TtkbZwwjXTUhEmY65ZHuC,Sad indian,india,sad,1
0fq55ORvb2IfK792auvOVQ,Sad Indian,india,sad,1
1wU6NNTVRXpeoc4TGRXIkJ,Indian Sad,india,sad,1
4UjfD9Kna65vhtigKqsE2d,indian lofi ,india,sad,1
5Sg9VDc3JZjWBPuAMrwn2N,sad indian music for broken heart💔,india,sad,1
1qDtIL2iPvTOXpQ2ttgMxW,Songs That Get Brown People Emotional,india,sad,1
18x2vOljdmFqNSr9AUccxb,Indian sad/love,india,sad,1
5vhkjjDHb25bmuWiD6dq4p,Sad india,india,sad,1
0hVQZS4pHObSwYtNiAc8cu,1.1 sadhana India,india,sad,1
1282aFoTseF1G7gG055QZa,Indian Oldies Sad,india,sad,1
2DV6QKrYeXOYLu13gX60J1,Sad moments(indian),india,sad,1
3iR7Z5PWF5tdVKTHrEgccn,Indian sad,india,sad,1
6QsDQ98fmUG9iLCtXXW15u,Heart  warming India,india,sad,1
6D0ANQ59qKAqfJNa2JkACZ,Sad Indian,india,sad,1
1WNzTPZd5nZd9yF0MiLb5m,Sad india,india,sad,1
7hmSvMCLeNVaiW0u4zyyae,indian songs sad,india,sad,1
7pNitZqkBTNWazrUXGiOqz,indian ,india,sad,1
4YOfhHpjPB0tq29NPpDY3F,Sad Hindi Songs - a little broken 🥺,hindi,sad,1
37i9dQZF1DXdFesNN9TzXT,Sad Hindi Melodies,hindi,sad,1
2jkA2oM4cZ8Mle4LO5OqYt,Sad Hindi Songs 2021 ( September ),hindi,sad,1
4Ah5TyG60vFv43JJRYcRAa,Sad(Broken 💔) Emotional Hindi,hindi,sad,1
2GrnA8IlKRBKNs8vgRHzGq,sad hindi songs ,hindi,sad,1
5JVuHeTFLMdeoa8DmPY3jL,Old Hindi Sad Songs 💔,hindi,sad,1
0S3txzk2LTFt23XPsjvfva,Sad Hindi songs💔,hindi,sad,1
2IbZGv306zaldI0lap578G,Hindi songs sad,hindi,sad,1
4OkTVJwGAougFCIsGbqg77,sad hindi music i cry to lol,hindi,sad,1
1YNf9KyzVy6UijcrPg18PQ,Sad hindi new latest hits best,hindi,sad,1
2Y06wCvc2Ve6bJQ8H7K6nu,90's Sad Songs(Hindi),hindi,sad,1
6LmydCpI2jB1IKSxVRRaGG,sad hindi and punjabi songs,hindi,sad,1
31mgLI8gQ1VCODWHvIqGqN,Hindi sad and love songs,hindi,sad,1
59zqLQjiqFIa0vRWOjDvju,sad hindi heart break songs ,hindi,sad,1
277Us9YE8AeELwdk9asT5z,Sad Songs 💔,hindi,sad,1
1RU96A0fsXJsRxinyjXpHn,Sad Hindi Songs,hindi,sad,1
0lR3rMqOjfcq2yzHfuklpr,Best new hindi sad songs,hindi,sad,1
0xIftjQUHPzJFp8MI3upxP,sad hindi (cutting onions),hindi,sad,1
3WgDKDwIVvVQDUrcaXGG76,Sad lofi  hindi 🤫,hindi,sad,1
3h8UrgHrSlc0ORz86e55xx,"Broken! 💔lofi ,Sad [Hindi]",hindi,sad,1
6Ev4bn0chHmAbHvnClT3E4,Hindi Sad Songs,hindi,sad,1
0ckfAZ2jfuYxVeVqi7MVue,Lofi Hindi/Slow Hindi/Sad Hindi,hindi,sad,1
4nbOE8pBjCnWYQdCIHOXM1,Top Hindi Sad Songs,hindi,sad,1
7mFH3FUgHynO9QiHheW1wf,NEW SAD HINDI❤️,hindi,sad,1
6QrdfzC6qav0V1hn57h8gv,SAD/ROMANTIC HINDI SONGS🥺,hindi,sad,1
7sXveK84Qv25ssShK78Clz,"Soft , romantic, sad hindi songs",hindi,sad,1
6tcTjufSvl4PbbsFSDABHG,Slow/Sad Hindi Songs💙,hindi,sad,1
45Jl6Uuj7HVwYrpFwQM0Zs,Old Hindi Sad Songs,hindi,sad,1
37i9dQZF1DWX7nMmBhSzhN,Hits Mein Twist,hindi,sad,1
3c7SZjMavNbFGFotK1pQU1,HINDI LOVE & SAD SONGS❤️,hindi,sad,1
46IGnFaqrcMqRT8bmAodhR,LoFi hindi - / hindi lofi / hindi sad songs / hindi sleep / hindi melody / bollywood lofi / bollywoo,hindi,sad,1
3w8rGWA2a9k3GcXKlHqjbP,Top Heart Broken Hindi Sad Songs 💔 New Bollywood Romantic Love Songs 2020 💔 Hindi Sad Songs .,hindi,sad,1
3UaRHcLWmoogYqgNbHmoaP,Latest Hindi Sad songs 🎶,hindi,sad,1
65Iky6dMwoJdm4445WpkQw,SAD BOLLYWOOD SONGS,hindi,sad,1
6V2qNTXzQM5guSnN6NNAb2,Best Hindi sad love songs,hindi,sad,1
0ZUiTcvSypAuLs03kSIo8f,rainy hindi songs,hindi,sad,1
0TnLFYL2PlHCKdD7zOTwae,Sad rap hindi,hindi,sad,1
6HofHPlfUEjHv3i3xk5IKY,Sad/ Breakup songs(Hindi),hindi,sad,1
1dLeqjCAjUlx8Q1CcQ2RGb,90s Hindi Bollywood Songs | Old Hits,hindi,sad,1
5PLq79gdTQrfr3rM35pu5g,NEW SAD MASHUP HINDI & PANJABI,hindi,sad,1
4S7LFOqGTFCdE7BpE8DN2D,Sad Playlist (Hindi),hindi,sad,1
5ioroW383M8ez2m5FKbEQH,Old sad songs hindi,hindi,sad,1
7amgDEiB0cqcbux0vNzTRX,Hindi sad mashup,hindi,sad,1
3uMgwhGl3uTPsE83NSm9WN,Sad/Love Hindi Songs,hindi,sad,1
0rbFUtulGxwaweD80wQJgV,Peaceful Hindi Songs,hindi,sad,1
3xn9b1Y8x32TBvH19PJLg2,Romantic/Sad Bollywood Songs,hindi,sad,1
2qZ5363uoa0QLSshesKGHW,Hindi sad rap,hindi,sad,1
7kVoAiKrs4qRIWlU3JFRyA,💖Saddest Hindi Songs,hindi,sad,1
3WKlf9g2SOMcAeszvRc5mq,Sad slow hindi songs,hindi,sad,1
6J7bZu1Ugh2s3nwOO8x5tS,Sad & Melody Songs 2021 (Hindi) | Top Hindi Melody | Latest Hindi Songs,hindi,sad,1
1qcLVwn35IPFqbWFC4e5st,Sad Russian rap #1,russian,sad,1
1e6u0yOpHrzWcb7JSvICeA,Russian Sad ,russian,sad,1
4RdmkiEEwnMaNRh8vv5JX7,Sad Russian Rap & Pop🇷🇺🥺,russian,sad,1
1QjNCB47yJvitWjrp5bC2D,Sad Russian Vibes,russian,sad,1
14fWRRtvfCsry1folk6uow,Sad russian music,russian,sad,1
0zvJNCJRK5f4ClZP1XFkw9,"lana del rey, sad russian music, and gregorian chants",russian,sad,1
4U81hDnjNeUOxLlI5WVXjx,"Depression [russian sad songs] , грустные песни",russian,sad,1
4nxZthGaRU3pdeLRhoIEoK,Russian Emo Sadness,russian,sad,1
49BPHtbj1R0gbluVb8g9Z9,Russian war music (Sad and Happy),russian,sad,1
1QlCdod4LbTVrySpv5Ose0,sad russian,russian,sad,1
2XMCqYQ60hTrw7t8MsSQwQ,Sad russian songs,russian,sad,1
1b8kf39DpYlYEERXTiwaw3,Russian/Bass Boosted/Instru/Sad,russian,sad,1
1mvDVduwjwuBmlY8G3RjUT,sad russian trap,russian,sad,1
4RQ7sxEQkS179bVEf0rHaY,russian sad songs ❁,russian,sad,1
3b79yGKH7MdzWAtEDpC2Hq,Sad/Romantic Russian Music,russian,sad,1
1YJXeFDPa3tJsDYCGjwD92,Sad Russian vibes,russian,sad,1
1gYDxjkGU6Gg8xySP40bVA,sad russian songs (>_<),russian,sad,1
7Lpspko4Vc30fjMDNevIig,sad russian,russian,sad,1
3yWKkZ7Z71PmEddMKaKATS,Russian,russian,sad,1
7eeowYRg5gTzNf9NzOjW32,Sad russian music ,russian,sad,1
6nRUmXSvl4V23Vg3hyYlRS,Russian Sadness,russian,sad,1
6BibfBdn0u7zXwZrHtWFBi,Sad Russian Rock,russian,sad,1
2OkOmiPHvcNrwMqKAVjhRm,sad russian rap and not russian ))))),russian,sad,1
1PVa5jsMDQtQMDCYGRmR0t,Russian sad,russian,sad,1
6LD98qhvp8r34OSoprYVcX,Russian sad,russian,sad,1
7LQ9Ct30Sf5Z2or2ty8Dle,russian sadness,russian,sad,1
3zRRNN9xLLEyKdrTqB3Z1F,Sad Russian songs,russian,sad,1
0J9Sjhs4Eoj0QaT64Tge3O,russian sad,russian,sad,1
3Maw9QkFruhb7p8DnqFZDo,Russian Sad LoFi,russian,sad,1
6PVZwX9EPC6hSKGWYvdD26,sad russian😣,russian,sad,1
2m9TnsqlUOmRQ6uClkGVTZ,Russian love and sad songs ,russian,sad,1
7lukSSARNI2d1tEzkjPRWz,Russian Sad Rap,russian,sad,1
0vEDABg7z8oehilytYkjqV,SAD & Melodious Songs,russian,sad,1
7sYyKkPWMQwWLo2KV5iKKD,Sad Russian Shit ,russian,sad,1
1xpBWcMWZDVwyIPxDvURao,Russian sad,russian,sad,1
3crKNC1WyQsRDKCsN5PwwX,sad russian ,russian,sad,1
36zbPkWLxqJoY9pskCN6Mm,russian sadness,russian,sad,1
7qCScaPo6DZoA2IY6bwe7W,sad russian shit,russian,sad,1
4b3F82SfFR4VaDU40KRSV2,Russian sadness,russian,sad,1
3qZSrjrN2v4kMfyNPwfdEi,sad not russian,russian,sad,1
