Playlist-ID,Title,Language,Label,isTruthWorthy
2O5JW5bl2P4JVZxImRUOG3,Japanese Love Songs ,japanese,sad,1
0GbisZjfQKZYPt0tkHQYde,happy japanese songs,japanese,sad,1
0dRxDrR1PfZMlVbfnuBRbR,Sad Anime Instrumental OST Playlist,japanese,sad,1
5RInPxL6Dt4RJc61jvwpRO,Chill Lofi Study Beats // Hip Hop Sleep Jazz Instrumental Guitar Piano Japanese Sad Vaporwave Relax,japanese,sad,1
28v7Fs0C0oXG4VzcDwKJb8,Kawaii songs ^,japanese,sad,1
3MmwvjFu7ZtbFBYhZIFjSJ,Sad Japanese,japanese,sad,1
39gD0J4pgGMZXs0eJTTJpV,Japanese sad girl,japanese,sad,1
3svmrcbXmJ0B3lbNINd57g,Sad Vietnamese Music,vietnamese,sad,1
2B9MYsbqKL3iqPzgmii8ys,VIETNAMESE SAD RnB/POP,vietnamese,sad,1
2gXFmAw4qLxC1AsfGMPpnb,Vietnamese sad songs,vietnamese,sad,1
6fctQqpCrLqYpxKqWM0IR4,VIETNAMESE LOVE & SAD BREAK UP SONGS..,vietnamese,sad,1
0mdY8Dyka0vlJX1qeRJSL5,Sad Vietnamese songs (nhac viet buon),vietnamese,sad,1
4YaeCNt5oh7wpbUmu09Ees,Sad Vietnamese song,vietnamese,sad,1
4swEJ3cOQvGZYWjF56zGy3,vietnamese sadness,vietnamese,sad,1
0shvmUjLCSdVjunFyWcifu,sad vietnamese songs,vietnamese,sad,1
6Y6uNFQnXRP7hp6qKMHjJa,Sad  and Vietnamese lofi ,vietnamese,sad,1
08g4ECxZI46OmcXdQwnD14,GHA: Sad Vietnamese Songs - The dream playlist,vietnamese,sad,1
3Ttkp7u4EF7QIqxnMvDAm0,Sad Vietnamese Songs,vietnamese,sad,1
4dDZaTZE7EKyz3py7epX4T,Vietnamese Sad Song ,vietnamese,sad,1
3qo4TvZvJyQUieoOWU5cEZ,Vietz ,vietnamese,sad,1
1CQ90A98EwN6zNnaZMmo5y,Top Sad Vietnamese ,vietnamese,sad,1
3gOy9aZybgkCciCzgLUwPL,_Ultimate Vietnamese,vietnamese,sad,1
5R4toqZt83ewi3pp4vIibk,Vietnamese simp entertainment,vietnamese,sad,1
2HU9Gu1m3XNiwcXxi1MvPr,Chilling in Vietnam,vietnamese,sad,1
4PqV8mFla3k7PEYK29A7mq,Sadboy but vietnamese,vietnamese,sad,1
4g9kftgu7AzoVacFxNYW0s, Chalo Glass | Vietnamese Muzik (Sadness),vietnamese,sad,1
5bim9c8xF0DXWSS4myxpBz,Vietnamese male sad,vietnamese,sad,1
4CKAsspIObJ1mlczGK374D,sad chinese songs ,chinese,sad,1
5H1Pko9OVjCUDDULt5Jcze,Sad Chinese Songs,chinese,sad,1
3c0Nv5CY6TIaRszlTZbUFk,sad songs 2021  crying and depressing music,chinese,sad,1
1xD0P66GcMeAVoOAPFu7Hy,sad chinese songs that will make your heart hurt | cpop playlist,chinese,sad,1
6Fw3eLjhxFMAn3ixxHpaIN,lemme be sad in chinese,chinese,sad,1
2LuSbf7taKeyRd8U3ddkmT,sad chinese love songs,chinese,sad,1
0Gyw1oJC1weRLsaLwmzjMF,chinese sad songs,chinese,sad,1
0n62chGOeJz0uNUFu1fR6Q,Sad Chinese Song ,chinese,sad,1
2fKJ3RpDlTuLabDCJaSNII, Fucking sad and emo chinese songs,chinese,sad,1
4NLrD3PCZXlsazBBMVO0zH,sad chinese songs/ douyin,chinese,sad,1
5XJs5RTNxC6zV2BCTRSXoD,2021 Chinese Ballad/ Sad / OSTs,chinese,sad,1
7aBsgob4iVxMWKChjQLUKp,Sad Chinese OST.,chinese,sad,1
4G6ubxRHuJrJvpsL8ARkPX,- sad chinese love songs,chinese,sad,1
3biJhipDXCDRG04rkIt7bq,Chinese Sad Instrumental,chinese,sad,1
3SFtVtIpFzekHMIecd6RSx,all dem sad chinese songs :(,chinese,sad,1
2FJybFsE2MMGfbyfA5sSgv, chinese saddd,chinese,sad,1
1p3U36XygyuM8uJZwjB7Na,Chinese Sad / Emo Songs,chinese,sad,1
3ior3dL1XG1nUlgiYU8FkQ,Sad chinese ,chinese,sad,1
4TmIIaKRZFrfW9wv9FMrbe,Sad Chinese Ost.,chinese,sad,1
29FnPYC2rJGvu42abJa80C,sad cpop/chinese songs,chinese,sad,1
1MMTixvL60JWHErvs311gb,Sad Indian Songs,india,sad,1
37i9dQZF1DWYztMONFqfvX,This Is Arijit Singh,india,sad,1
0WrPcFaFgkB6zOxLcp11cQ,sad indian hours ,india,sad,1
27MOj5hHk7mnreAdJxNW5i,sad indian music :(,india,sad,1
1AhRFYCjsvRUkJk6jN5lqn,LoFi Indian (Indie/Relax/Chill/Sad),india,sad,1
0fV0BCSBroZHeuXbhH5Jls,Sad Indian Boy,india,sad,1
28emi8PAWoYu3wDnbbeBMv,Indian sad songs,india,sad,1
2j2PSi6isTXewCihClDXhQ,Indian sad and romantic songs,india,sad,1
0e1Y9sRua02Hsc8UJWozni,Indian Sad Lofi Slowed,india,sad,1
77EqV4vVALzDcPqrFMJruS,Best indian wedding playlist ever,india,sad,1
163yEhgIUJJF7Xcq0F4j2x,Sad Rap India,india,sad,1
3p6r7jYpa6YICHGMBx3n57,Sad indian Hip hop,india,sad,1
16asNwNkt7Hc4C2l7OgAro,Indian love/sad songs,india,sad,1
5BVDc3DEwo3bDaKpJnuNUk,Sad Indian songs,india,sad,1
2EeXy8Yf7h8l03TaHVuqP6,Super sad indian songs ,india,sad,1
4IF61ctQNemNVyTh0K1PAC,Sad Indian Songs,india,sad,1
7wybjbA6jWG9kNAq4ZDx7M,sad indian ,india,sad,1
3BmhqiPfME4We82MK0zIBm,Old&new indian sad songs,india,sad,1
1xCF16l6Un9N7N46RgVNad,bollywood crying scenes,india,sad,1
76xosFuSEwFazbdnpCMTfP,Indian sad song,india,sad,1
4YOfhHpjPB0tq29NPpDY3F,Sad Hindi Songs - a little broken ,hindi,sad,1
37i9dQZF1DXdFesNN9TzXT,Sad Hindi Melodies,hindi,sad,1
2jkA2oM4cZ8Mle4LO5OqYt,Sad Hindi Songs 2021 ( September ),hindi,sad,1
4Ah5TyG60vFv43JJRYcRAa,Sad(Broken ) Emotional Hindi,hindi,sad,1
2GrnA8IlKRBKNs8vgRHzGq,sad hindi songs ,hindi,sad,1
5JVuHeTFLMdeoa8DmPY3jL,Old Hindi Sad Songs ,hindi,sad,1
0S3txzk2LTFt23XPsjvfva,Sad Hindi songs,hindi,sad,1
2IbZGv306zaldI0lap578G,Hindi songs sad,hindi,sad,1
4OkTVJwGAougFCIsGbqg77,sad hindi music i cry to lol,hindi,sad,1
2Bf9mBdXLLqr93ISfGZbeL,favs <3,hindi,sad,1
2Y06wCvc2Ve6bJQ8H7K6nu,90's Sad Songs(Hindi),hindi,sad,1
1YNf9KyzVy6UijcrPg18PQ,Sad hindi new latest hits best,hindi,sad,1
31mgLI8gQ1VCODWHvIqGqN,Hindi sad and love songs,hindi,sad,1
6LmydCpI2jB1IKSxVRRaGG,sad hindi and punjabi songs,hindi,sad,1
3WgDKDwIVvVQDUrcaXGG76,Sad lofi  hindi ,hindi,sad,1
59zqLQjiqFIa0vRWOjDvju,sad hindi heart break songs ,hindi,sad,1
0lR3rMqOjfcq2yzHfuklpr,Best new hindi sad songs,hindi,sad,1
1RU96A0fsXJsRxinyjXpHn,Sad Hindi Songs,hindi,sad,1
277Us9YE8AeELwdk9asT5z,Sad Songs ,hindi,sad,1
0xIftjQUHPzJFp8MI3upxP,sad hindi (cutting onions),hindi,sad,1
1qcLVwn35IPFqbWFC4e5st,Sad Russian rap #1,russian,sad,1
72rFjctaUn8bdIPDlWLR0Y,Sad Russian Music,russian,sad,1
4RdmkiEEwnMaNRh8vv5JX7,Sad Russian Rap & Pop,russian,sad,1
1QjNCB47yJvitWjrp5bC2D,Sad Russian Vibes,russian,sad,1
14fWRRtvfCsry1folk6uow,Sad russian music,russian,sad,1
0zvJNCJRK5f4ClZP1XFkw9,"lana del rey, sad russian music, and gregorian chants",russian,sad,1
4U81hDnjNeUOxLlI5WVXjx,"Depression [russian sad songs] ,  ",russian,sad,1
4nxZthGaRU3pdeLRhoIEoK,Russian Emo Sadness,russian,sad,1
49BPHtbj1R0gbluVb8g9Z9,Russian war music (Sad and Happy),russian,sad,1
1QlCdod4LbTVrySpv5Ose0,sad russian,russian,sad,1
1mvDVduwjwuBmlY8G3RjUT,sad russian trap,russian,sad,1
1b8kf39DpYlYEERXTiwaw3,Russian/Bass Boosted/Instru/Sad,russian,sad,1
1YJXeFDPa3tJsDYCGjwD92,Sad Russian vibes,russian,sad,1
3b79yGKH7MdzWAtEDpC2Hq,Sad/Romantic Russian Music,russian,sad,1
2XMCqYQ60hTrw7t8MsSQwQ,Sad russian songs,russian,sad,1
1gYDxjkGU6Gg8xySP40bVA,sad russian songs (>_<),russian,sad,1
4RQ7sxEQkS179bVEf0rHaY,russian sad songs ,russian,sad,1
1PVa5jsMDQtQMDCYGRmR0t,Russian sad,russian,sad,1
6nRUmXSvl4V23Vg3hyYlRS,Russian Sadness,russian,sad,1
3yWKkZ7Z71PmEddMKaKATS,Russian,russian,sad,1
5ytrbPVtmvkmFiZe6Ack3l,sad french(?) music for the soul,french,sad,1
0VxBmrnkopHYlaEqz0GjpV,sad french songs,french,sad,1
07DaBUkB3RNfW7OoEhcOH3,SAD FRENCH RAP,french,sad,1
7zpwm8be9M4MNHh1uveI23,Sad French Songs,french,sad,1
5fw7no86M7kVhI7DfbKbYN,sad french girl,french,sad,1
02gyE4BeCL928KwqJU9FSl,french sad masterpieces,french,sad,1
5si9jyRhbO256vipaOsNn3,Sad French Music,french,sad,1
2YXoHgg2isNwIXVtKiKqEG,Sad Love French rap,french,sad,1
7BIptMr2bZwlx2fF6ZPagO,sad songs but in french,french,sad,1
6GrgNF702lo25vcOes2zpu,French love/sad RAP 2021,french,sad,1
4psVG3LLnGXChs3rD7aBac,French Trap,french,sad,1
2xCUHhVw2Bs9DxM1gXM6rT,sad playlist french ,french,sad,1
593pLdJzf3JYhF262hYCjP,sad rap (french),french,sad,1
2HCoeochJ8pdj15LQgp5Av,Sad song French ,french,sad,1
7pgUmtvHwp9oKcxBSGMpdb,sad french girl,french,sad,1
4EnJlTz42mqiVj8eDKx70l,Sad French Music,french,sad,1
7BWb3rJhzzK5wCRW87aAp5,sad french songs,french,sad,1
2GoJWmQjZVEBLkU10aFUpf,french sad,french,sad,1
6CHSfvHqnXpTFZLYXqLuAr,Sad French Rap,french,sad,1
0IFfksEVIhtYQ3kfZucUVt,Sad French Rap,french,sad,1
7wmcFE7emcdYPHOkIh1a5F,sad spanish songs,spanish,sad,1
1WvbfCLI4OKFU30r0GLvP6,Sad Spanish Music,spanish,sad,1
2EUv9WKSfW8gVTC8pO7C3J,Sad Spanish songs ,spanish,sad,1
7DXGw7dN7slok1p434Gpjq,sad indie spanish,spanish,sad,1
2ihZ1CJKrspW2hQPyNycLb,sad spanish music ,spanish,sad,1
4ha0awcGDnAmWORyKjZMbX,"sad spanish ""rap"" ",spanish,sad,1
38B9I13zS1RIDacOOnBpMb,Sad Spanish songs ,spanish,sad,1
17eCc7I1UN6FkEbvi7dvfU,TikTok sad Spanish songs ,spanish,sad,1
4YPMY1Kmi7HSAOasx2kwEW,Sad Spanish Songs (A Break-Up Playlist),spanish,sad,1
0HmiyTY7n9HjBj9zpcCmtK,sad spanish love songs,spanish,sad,1
5jrzMeV0kMwd8CBMpc1B0h,Spanish sad songs ,spanish,sad,1
4hSOGI9ebyScouDt6KZxiQ,Sad Moments,spanish,sad,1
1fdrwU2BcvLw9DXcXC8X1o,Sad songs in Spanish,spanish,sad,1
5ox4uHSDbu0g5S09Qdi9mn,Mexican/Spanish love songz,spanish,sad,1
0e72rU6p4yP0j8P9Jw0Etg,Sad Spanish Music,spanish,sad,1
4bM4NTKgDeXXvtprIuCrhx,"Sad Music Songs Musica Triste 2020, 2021",spanish,sad,1
5IGrtFCwLdPcyxJj9ddQ7R,SPANISH SAD ,spanish,sad,1
37eaf7OfRhOoqvUkHxToGq,sad spanish trap,spanish,sad,1
3PRp3pTAozuKm40CPwHjiy,Sad Spanish music ,spanish,sad,1
3PxgqlKnq5VVQZCh2yLTPT,Sad music in Spanish,spanish,sad,1
37i9dQZF1DXdPec7aLTmlC,Happy Hits!,english,happy,1
6SXETbax9zDozDMbNPIcCc,Happy Birthday to you original,english,happy,1
37i9dQZF1DWSf2RDTDayIx,Happy Beats,english,happy,1
37i9dQZF1DX2x1COalpsUi,Happy Vibes Tamil,english,happy,1
37i9dQZF1DX9u7XXOp0l5L,Happy Tunes,english,happy,1
6A8WG11y1wfsFXlCOPNNke, Happy Birthday Playlist 2021 (The Best FeelGood  B-Day Playlist),english,happy,1
7HJyswj4Dzlq3csNoTtdK1,happy asmara hits 2021,english,happy,1
37i9dQZF1DWZKuerrwoAGz,Happy Favorites,english,happy,1
37i9dQZF1DWYtQSOiZF6hj,Happy Birthday,english,happy,1
37i9dQZF1DWVOMXLzSabIM,Happy Throwbacks,english,happy,1
37i9dQZF1DX0UrRvztWcAU,Wake Up Happy,english,happy,1
7s09coXLGbofhNrwSusr4G,Happy Songs 2021 - Good Vibes and Upbeat Music for a Good Mood ,english,happy,1
5maTxNYkbtZkKbnmXarjA8,happy,english,happy,1
37i9dQZF1DWSkMjlBZAZ07,Happy Folk,english,happy,1
37i9dQZF1DX39t8KGTcoSG,Pop Rising Vietnam,english,happy,1
7oWxffRQiBGqXegOYncD0e,Happy Hardcore 90s/00s,english,happy,1
37i9dQZF1DX1H4LbvY4OJi,Happy Pop,english,happy,1
0fEA4shGDHSwbGbMKXCtJ2,HAPPY,english,happy,1
37i9dQZF1DX1WSnLRtI26o,Happy Drive,english,happy,1
5yI34GDYLxUxfSrpshdNVE,happy songs to scream the lyrics to,english,happy,1
4o8rPUBsnPACAtSmrd03wC,Happy Japanese songs,japanese,happy,1
2h2ZW48DOGaIE2c794u0av,cute japanese lofi,japanese,happy,1
0GbisZjfQKZYPt0tkHQYde,happy japanese songs,japanese,happy,1
7dkw4UhBKqz0guxx8YmuY7, japanese jazz  studying ,japanese,happy,1
39LPb0vglo7tca5MItzAZB,Japanese Study Playlist,japanese,happy,1
28v7Fs0C0oXG4VzcDwKJb8,Kawaii songs ^,japanese,happy,1
4f8ese6aAnvFjESRWQXLx0,My Universe X BTS Japanese tracks,japanese,happy,1
5T7Xtcw6CJis5ImH2MGe6w,Happy japanese music,japanese,happy,1
3A61HVlRnMuJKx2qD43DEN,Japanese Folk-Rock and Country,japanese,happy,1
1uvfMZSOR7mSKmJGg8fv9H,ATEEZ Japanese Album,japanese,happy,1
3oMM4TS74l1Him0l0UXPkG,Japanese happy music,japanese,happy,1
2Fc4vynmNNV9NEaer97i0X,Japanese Happy Hardcore etc.,japanese,happy,1
0FgQ63n2IlECNLC62pzGcN,Happy Japanese Songs.,japanese,happy,1
7CGGyFxof2SCrXFMMgZsxl,happy japanese stuff,japanese,happy,1
2pTOyDeoETJOAGUbKekX6c,Japanese kawaii hardcore x future bass,japanese,happy,1
5NBWfuBNtMJamEv6TnWX5V,"Nice Songs EDM, Hard rock, Trance, Hardstyle, Nightcore, S3RL, Japanese",japanese,happy,1
2MzauaWjCfHf3Z7ue30zvx,Japanese Hardcore,japanese,happy,1
11k8YPgab7tIUaMZzoqOZV,upbeat KPOP,japanese,happy,1
1tTAXvcahraW6hMZ00ZTqK,Japanese Songs,japanese,happy,1
1mRukFaVHu27zjPTNB29X1,Japanese Lowfi/Bamboo Flute Study,japanese,happy,1
6kEujiJnNvAPnuWu9FLjlb,Happy Lemon (Vietnamese),vietnamese,happy,1
3aoC4XCCGfvZklxKwuHh9p,Vietnamese Happy songs,vietnamese,happy,1
2zh1DTOLckkCM4DWG0aNSG,Vietnamese happy songs,vietnamese,happy,1
1HpnqWPAz9MIr4EBa7jNLq,Andrew's Vietnamese Playlist,vietnamese,happy,1
78hiNqOrYuGrE5FMBv2r0D,Vietnamese happy song,vietnamese,happy,1
29MqULYzoIx7XUPt6zbaH6,Happy Vietnamese,vietnamese,happy,1
5hfExSJdXy7Khjalh6duYi,vietnamese playlist that i don't understand but they make funny noises so i'm happy with it hehe lol,vietnamese,happy,1
5t9iJoDyVSP53OxnDxpDFx,happy vietnamese songs ,vietnamese,happy,1
1s1OC15PuQgQvbrQh2soUe,vietnamese happy vibes,vietnamese,happy,1
4TrSSYgDHY6T5zqwYY1MbP,Happy Chinese Pop -  | ,chinese,happy,1
2WBLyFPCbR7L7nCaPb1LYl,chinese rnb [crnb] - r&b ,chinese,happy,1
1ilnl1Y2nXfTfTFJuPgp6H,Happy Chinese Songs,chinese,happy,1
4Qw2fMgFHZGsGy9SRfGEh0,  Happy Chinese Chidren's Song,chinese,happy,1
3Ah9fSc04wc21xpfzGR8Cx,Happy Music (Instrumental),chinese,happy,1
0D2JjLhkWd8MreYW7iRQej,Happy birthday chinese,chinese,happy,1
4jZfMS2wM0vhncG38TONf3,HAPPY CHINESE SONGS,chinese,happy,1
2LuSbf7taKeyRd8U3ddkmT,sad chinese love songs,chinese,happy,1
11k8YPgab7tIUaMZzoqOZV,upbeat KPOP,chinese,happy,1
3B7rgeFPafgiaqxTt32n4y,Imlek 2021 | Chinese New Year 2021,chinese,happy,1
37i9dQZF1DWUrhqK4SzCOJ,Happy Lunar New Year,chinese,happy,1
1NtzDN1ifGNtxJyxNH7HSc,Happy chinese,chinese,happy,1
5GyUIsnj8hBfQl7mah1i98,Happy Chinese Songs ,chinese,happy,1
3TVs46TVEbOrhWaK7mJJx6,Happy chinese,chinese,happy,1
0wNL5Qq4gRqz5CCYq10dVs,Happy chinese,chinese,happy,1
21WNKRgpyTyDvs39FavAU6,Happy (Chinese),chinese,happy,1
5ru9eJWh5ziljpSmAfAzp1,Happy Chinese New Year - Oldies Favourite,chinese,happy,1
3I43ZIYHUDEUz6MQqn0T2D,Happy Chinese song,chinese,happy,1
3S1JEBjkmeQYK1g2CxfL2N,Chinese happy hits,chinese,happy,1
66HA1KKO3T6QmDejeOiQnI,chinese songs,chinese,happy,1
1v2UeopNIrDe7oqTR1E0r3,Happy Indian music,india,happy,1
1kEgBkNLINldXXcUfH5DoB,Armaan Malik - All Songs,india,happy,1
4bLYHH2A8kb4mEYxiCXtzw,Happy House Party Vibes: Indian,india,happy,1
5sqDNwvgtrCA6VPWohydGE,Indian happy slow songs,india,happy,1
5uyd4doT1k8AqxSrUWM7Pj,Indian Happy Birthday,india,happy,1
5mL2ZMGY7LbsWi8vFlIlml,30 INDIA MANTRAS YOGA,india,happy,1
37i9dQZF1DX1HoONJoJCjL,Indie Summer,india,happy,1
5YWiQLLqGd2H3GXUHL0O2c,Hindi Running Motivation,india,happy,1
0onXIMrqPhWZSTp7C5QJHv,Happy India,india,happy,1
0Hmau3Adfu0zmccj4H1uTy,Happy indian songs,india,happy,1
6wi1ERQ2k9tOdRGHPuqqIv,TOP INDIE INDIA SONGS 2021 - NEW HINDI INDIE MUSIC.,india,happy,1
1wi8UwXtPkVmIZi7jTZXcM,Latest Indian & Happy Songs,india,happy,1
6sPYFcSwUHLWLdU8MiKbOZ,Happy Indian,india,happy,1
1rt1s39PTbAXU8nl8FujiW,Happy birthday Indian,india,happy,1
4ICX5dGzHqkJ4aKGaW92wY,DIWALI Party - Ultimate Hindi Songs for Diwali Season,india,happy,1
19Dnc3V3kwb6sXW7El2GOz,Happy Indian Songs,india,happy,1
1vGWVqZPrTmVSulGhKdimA,South indian maybe happy or sad,india,happy,1
0bWmVpv8J6PJnmYdaCjPkQ,Happy Metal,india,happy,1
3ICs0RQcW2dEvrwhryWhnP,Old Indian Happy,india,happy,1
5YytQCmJZ7791LwkgaI8Kc,Happy chill Indian ,india,happy,1
78kBHYaQsF6zntWU9R6ziQ,Happy Hindi songs,hindi,happy,1
4Da6pktHmdR8pZtjvVE8n9,Happy Birthday Party Songs(Hindi),hindi,happy,1
3puObbHCsUBw9oJMj0aS93,happy hindi weekend songs,hindi,happy,1
5PvLUUYO86HKMUq1Gr1fEN,HAPPY HINDI !! (slow),hindi,happy,1
4PY9rbCQSo2JvGdgREogIe,Happy mood songs Hindi ,hindi,happy,1
0gmYkxdovB9kDZLxRCrwkh,Happy Hindi Tunes,hindi,happy,1
6pfOWoznf6TlqELmkVUuJ1,Hindi happy/road trip songs,hindi,happy,1
2ji4od3dMz1uLf56UZnL5s,Old Happy Hindi Songs,hindi,happy,1
1jk5mw0OkFViru6j5ySPLR,Happy mood (hindi),hindi,happy,1
3bQy66sMaRDIUIsS7UQnuO,Cheerful Hindi Music Happy Bollywood Songs,hindi,happy,1
0rbFUtulGxwaweD80wQJgV,Peaceful Hindi Songs,hindi,happy,1
3ZsdY47ZTxeg1Uz6EXarWu,Happy vibes - Hindi,hindi,happy,1
00QmsX0u0NrSZsZbofJgsB,Happy mood songs hindi,hindi,happy,1
5YWiQLLqGd2H3GXUHL0O2c,Hindi Running Motivation,hindi,happy,1
66Ms1DikXxzeuRktZP3R0Y,TOP HINDI SONGS 2021 - BEST HINDI LOVE SONGS 2020-21,hindi,happy,1
2fuHDSyPq89M21pqTnUNim,HINDI HAPPY LOVE,hindi,happy,1
5Mw29zLORxQWYAdElFvrRb,Happy Birthday - Hindi Version,hindi,happy,1
7nejPZIUrC6fo08GME8atD,Old hindi songs(night time songs),hindi,happy,1
3uNFoLykhURjiue7S6TCfh,Happy & romantic Hindi songs,hindi,happy,1
4aZRN2Xnec6QTgohNhPVnC,Soulful Hindi Songs,hindi,happy,1
49BPHtbj1R0gbluVb8g9Z9,Russian war music (Sad and Happy),russian,happy,1
2tsR529ASSdMXx8TyWVXUn,happy russian songs,russian,happy,1
28BTW2PGOEN4lKVTLVvLkb,Happy Russian,russian,happy,1
6FxUXHOHr28N4gGT3sJHil,Russian Happy ,russian,happy,1
6Iy21yxBVsvT2aTqdB9Sxq,happy russian ,russian,happy,1
2NknwnedeVnI4Df7oCbAAa,sovietware,russian,happy,1
0eBPRcmGyo5KUDLIkCqvBs,Russian happy birthday,russian,happy,1
4VIjCj8Fbpm9XWXKQba6l7,Happy Russian playlist ,russian,happy,1
1McFH8mwDrTWU7cQvm4Udn,happy with russian music,russian,happy,1
5VwargLDRy1WeAwNBNdCUW,Russian Rouelette With Happy and Sad Songs,russian,happy,1
64jedB6sgXYmYQ0Wg33O4B,This Is Grust200,russian,happy,1
7qnYuFVDDdLCEVpN2dCL3f,"Rave, Trance, Happy Hardcore, Hardcore, Hardstyle, Hardbass and more",russian,happy,1
6INycTfgjqsFeXa0zB4KMO,Bathtub Toaster Rhymes,russian,happy,1
66QmmDuk3LRoyyTuIBuiyF,russian parents approved ,russian,happy,1
5RIJfVkx60G7l4vqeHRrlc,   happy birthday,russian,happy,1
5EflGrjNSZNhqJExVE3rhp,Happy Birthday - Russian Styles,russian,happy,1
646vTHFQxeEAucKA4DNgLL,reading russian literature  ,russian,happy,1
3gP11ZZGcC6jb8m0zns1Nb,Russian Roulette,russian,happy,1
1mJ52DqwsXXVCb6LzD8yDs,Mix,russian,happy,1
0qfcd9l6EGKhxgq585MQQW,Trs strpas ,russian,happy,1
2LD0l9bUaofMMkEMbCUDqd,Happy French Music,french,happy,1
0xzT1RuEpDUpMol9uCb7Ol,Happy french songs,french,happy,1
7mqzzg1k5AF1JxLo6faiEB,Happy Frenchcore ,french,happy,1
6wwErTjmLOS9euZxnUz2XQ,French Upbeat Happy Cafe,french,happy,1
1t6SwKhF21jaTSFhnuhWQO,Happy Hardstyle 2012 - 2021,french,happy,1
41OKIwCXXulnuEmlDTXlFU,Cool french & chill ,french,happy,1
7yqIkVH8sDA0w9i5RGpXTi,Happy French Cafe Music,french,happy,1
42z8bBc3qD9EBPrTypWbKS,"Hardstyle, HandsUp, HappyHardcore, Frenchcore",french,happy,1
65zGpzMkFg4tP4kPd0Ymwa,HappyTek/AcidCore/FrenchTek,french,happy,1
6j3oJZzqv0jpF4vOSP48XQ,Happy French Time ,french,happy,1
1T3eKioWIljdngXN4SofbA,HAPPY FRENCH MORNING ,french,happy,1
67dQ3j18vv6gJ2t8ZWd6pN,Happy Frenchcore 2012 - 2021,french,happy,1
0Osmkii7SY9ydgcvoE2aJI,Happy French,french,happy,1
37qEgTkkm5oCRfyoMmhkEW,Nederlandstalige beukers,french,happy,1
4ZE8pAldjb0FIgxJ2UCB6j,French Happy Indie ,french,happy,1
1QTLu1yizw9uTSGTfXY76E,Old French Songs ,french,happy,1
0Ba3fdtZ00QWyM3HzpP1of,"Harder Stylez (incl. Happy, French and Raw)",french,happy,1
5IT5rBk9BjdrknOOsUVRKf,Happy French Songs,french,happy,1
0VBg0iGelPm6Lhwee5HgfB,HAPPY French Morning - Romantic French Cafe Accordion Music - Music to Wake UP,french,happy,1
1DtPraVtFQPwhkWL1t23UQ,"BOUCAN - LOW FUN (Happy, French, Sunny etc)",french,happy,1
4rh7qAVaDTenrNTbHgYL3q,Happy Spanish Music,spanish,happy,1
4apV2R5PSQYVR0Lzitctm0,Happy Spanish Guitar,spanish,happy,1
